question_id,role,ticker,year,report_id,table,table_ordinal,row,column,row_label,column_header,raw,parsed_value,source_section,seed_column_header,source_scale,sign_convention,value_base,raw_occurrences_in_logical_grid,title_context
380,revenue,KBC,2024,KBC_financial_statements_2024_consolidated,KBC_financial_statements_2024_consolidated|401,5,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm nay | 2.775.773.466.955 | -,2.775.773.466.955,2775773466955.0,,net_revenue,1.0,as_printed,2775773466955.0,2,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,current_assets,KBC,2024,KBC_financial_statements_2024_consolidated,KBC_financial_statements_2024_consolidated|331,1,1,3,A. TÀI SẢN NGÂN HẠN,Số cuối năm | 36.075.390.688.153 | 6.566.036.174.506,36.075.390.688.153,36075390688153.0,,current_assets,1.0,as_printed,36075390688153.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,inventory,KBC,2024,KBC_financial_statements_2024_consolidated,KBC_financial_statements_2024_consolidated|331,1,15,3,IV. Hàng tồn kho,Số cuối năm | 36.075.390.688.153 | 6.566.036.174.506,13.849.673.941.868,13849673941868.0,,inventory,1.0,as_printed,13849673941868.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,liabilities,KBC,2024,KBC_financial_statements_2024_consolidated,KBC_financial_statements_2024_consolidated|369,3,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 24.085.018.776.979 | 7.092.665.737.443,24.085.018.776.979,24085018776979.0,,liabilities,1.0,as_printed,24085018776979.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,current_liabilities,KBC,2024,KBC_financial_statements_2024_consolidated,KBC_financial_statements_2024_consolidated|369,3,2,3,I. Nợ ngắn hạn,Số cuối năm | 24.085.018.776.979 | 7.092.665.737.443,7.092.665.737.443,7092665737443.0,,current_liabilities,1.0,as_printed,7092665737443.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,equity,KBC,2024,KBC_financial_statements_2024_consolidated,KBC_financial_statements_2024_consolidated|386,4,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 20.644.906.133.551,20.644.906.133.551,20644906133551.0,,equity,1.0,as_printed,20644906133551.0,2,"['B01-DN/HN', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo) ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,revenue,NVL,2024,NVL_financial_statements_2024_consolidated,NVL_financial_statements_2024_consolidated|538,12,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),Năm 2024 | 9.079.619.602.216 | 6.244.128.255,9.073.375.473.961,9073375473961.0,,net_revenue,1.0,as_printed,9073375473961.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,current_assets,NVL,2024,NVL_financial_statements_2024_consolidated,NVL_financial_statements_2024_consolidated|454,8,1,3,A. TÀI SẢN NGẮN HẠN(100 = 110 + 120 + 130 + 140 + 150),31/12/2024 | 207.831.078.798.684 | 4.607.601.921.683,207.831.078.798.684,207831078798684.0,,current_assets,1.0,as_printed,207831078798684.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,inventory,NVL,2024,NVL_financial_statements_2024_consolidated,NVL_financial_statements_2024_consolidated|454,8,13,3,IV. Hàng tồn kho,31/12/2024 | 207.831.078.798.684 | 4.607.601.921.683,146.607.440.687.432,146607440687432.0,,inventory,1.0,as_printed,146607440687432.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,liabilities,NVL,2024,NVL_financial_statements_2024_consolidated,NVL_financial_statements_2024_consolidated|492,10,1,3,C. NỘ PHẢI TRẢ(300 = 310 + 330),31/12/2024 | 190.486.956.299.042 | 107.222.351.548.398,190.486.956.299.042,190486956299042.0,,liabilities,1.0,as_printed,190486956299042.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,current_liabilities,NVL,2024,NVL_financial_statements_2024_consolidated,NVL_financial_statements_2024_consolidated|492,10,2,3,I. Nợ ngắn hạn,31/12/2024 | 190.486.956.299.042 | 107.222.351.548.398,107.222.351.548.398,107222351548398.0,,current_liabilities,1.0,as_printed,107222351548398.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,equity,NVL,2024,NVL_financial_statements_2024_consolidated,NVL_financial_statements_2024_consolidated|513,11,1,3,D. VỐN CHỦ SỞ HỮU,31/12/2024 | 47.291.024.358.614,47.291.024.358.614,47291024358614.0,,equity,1.0,as_printed,47291024358614.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,revenue,SCR,2024,SCR_financial_statements_2024_consolidated,SCR_financial_statements_2024_consolidated|337,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm 2024 | 800.166.459.850 | 1.049.691.125,799.116.768.725,799116768725.0,,net_revenue,1.0,as_printed,799116768725.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,current_assets,SCR,2024,SCR_financial_statements_2024_consolidated,SCR_financial_statements_2024_consolidated|253,4,1,3,A. TÀI SẢN NGĂN HẠN,31/12/2024 | 6.970.315.188.477 | 175.042.635.149,6.970.315.188.477,6970315188477.0,,current_assets,1.0,as_printed,6970315188477.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,inventory,SCR,2024,SCR_financial_statements_2024_consolidated,SCR_financial_statements_2024_consolidated|253,4,14,3,IV. Hàng tồn kho,31/12/2024 | 6.970.315.188.477 | 175.042.635.149,3.337.206.353.146,3337206353146.0,,inventory,1.0,as_printed,3337206353146.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,liabilities,SCR,2024,SCR_financial_statements_2024_consolidated,SCR_financial_statements_2024_consolidated|287,6,1,3,C. NỘ PHẢI TRẢ,31/12/2024 | 6.381.694.976.924 | 3.801.079.069.785,6.381.694.976.924,6381694976924.0,,liabilities,1.0,as_printed,6381694976924.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,current_liabilities,SCR,2024,SCR_financial_statements_2024_consolidated,SCR_financial_statements_2024_consolidated|287,6,2,3,I. Nợ ngắn hạn,31/12/2024 | 6.381.694.976.924 | 3.801.079.069.785,3.801.079.069.785,3801079069785.0,,current_liabilities,1.0,as_printed,3801079069785.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,equity,SCR,2024,SCR_financial_statements_2024_consolidated,SCR_financial_statements_2024_consolidated|304,7,1,3,D. VỐN CHỦ SỞ HỮU,31/12/2024 | 5.465.195.678.386,5.465.195.678.386,5465195678386.0,,equity,1.0,as_printed,5465195678386.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị tính: Đồng Việt Nam']"
380,revenue,VIC,2024,VIC_financial_statements_2024_consolidated,VIC_financial_statements_2024_consolidated|292,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm nay | 189.090.599 | (22.559),189.068.040,189068040.0,,net_revenue,1000000.0,as_printed,189068040000000.0,1,"['B02-DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024', 'Đơn vị tính: triệu VND']"
380,current_assets,VIC,2024,VIC_financial_statements_2024_consolidated,VIC_financial_statements_2024_consolidated|220,4,1,3,A. TÀI SẢN NGÁN HẠN,Số cuối năm | 396.479.911 | 42.582.366,396.479.911,396479911.0,,current_assets,1000000.0,as_printed,396479911000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: triệu VND']"
380,inventory,VIC,2024,VIC_financial_statements_2024_consolidated,VIC_financial_statements_2024_consolidated|220,4,14,3,IV. Hàng tồn kho,Số cuối năm | 396.479.911 | 42.582.366,114.090.183,114090183.0,,inventory,1000000.0,as_printed,114090183000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: triệu VND']"
380,liabilities,VIC,2024,VIC_financial_statements_2024_consolidated,VIC_financial_statements_2024_consolidated|251,6,1,3,C. NỘ PHẢI TRẢ,Số cuối năm | 682.769.422 | 505.292.040,682.769.422,682769422.0,,liabilities,1000000.0,as_printed,682769422000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: triệu VND']"
380,current_liabilities,VIC,2024,VIC_financial_statements_2024_consolidated,VIC_financial_statements_2024_consolidated|251,6,2,3,I. Nợ ngắn hạn,Số cuối năm | 682.769.422 | 505.292.040,505.292.040,505292040.0,,current_liabilities,1000000.0,as_printed,505292040000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'ngày 31 tháng 12 năm 2024', 'Đơn vị tính: triệu VND']"
380,equity,VIC,2024,VIC_financial_statements_2024_consolidated,VIC_financial_statements_2024_consolidated|266,7,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 153.834.481,153.834.481,153834481.0,,equity,1000000.0,as_printed,153834481000000.0,2,"['B01-DN/HN', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo) ngày 31 tháng 12 năm 2024', 'Đơn vị tính: triệu VND']"
380,revenue,VPI,2024,VPI_financial_statements_2024_consolidated,VPI_financial_statements_2024_consolidated|360,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm nay | 1.897.330.935.760 | -,1.897.330.935.760,1897330935760.0,,net_revenue,1.0,as_printed,1897330935760.0,2,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,current_assets,VPI,2024,VPI_financial_statements_2024_consolidated,VPI_financial_statements_2024_consolidated|283,6,1,3,A. TÀI SẢN NGĂN HẠN,Số cuối năm | 5.259.400.630.531 | 497.531.322.936,5.259.400.630.531,5259400630531.0,,current_assets,1.0,as_printed,5259400630531.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'vào ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,inventory,VPI,2024,VPI_financial_statements_2024_consolidated,VPI_financial_statements_2024_consolidated|283,6,13,3,IV. Hàng tồn kho,Số cuối năm | 5.259.400.630.531 | 497.531.322.936,2.946.725.609.428,2946725609428.0,,inventory,1.0,as_printed,2946725609428.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'vào ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,liabilities,VPI,2024,VPI_financial_statements_2024_consolidated,VPI_financial_statements_2024_consolidated|313,8,1,3,C. NỘ PHẢI TRÀ,Số cuối năm | 6.064.379.225.600 | 2.105.572.833.456,6.064.379.225.600,6064379225600.0,,liabilities,1.0,as_printed,6064379225600.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,current_liabilities,VPI,2024,VPI_financial_statements_2024_consolidated,VPI_financial_statements_2024_consolidated|313,8,2,3,I. Nợ ngắn hạn,Số cuối năm | 6.064.379.225.600 | 2.105.572.833.456,2.105.572.833.456,2105572833456.0,,current_liabilities,1.0,as_printed,2105572833456.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,equity,VPI,2024,VPI_financial_statements_2024_consolidated,VPI_financial_statements_2024_consolidated|330,9,1,3,D. VỐN CHỦ SỞ HỮU,Số cuối năm | 5.074.140.186.064,5.074.140.186.064,5074140186064.0,,equity,1.0,as_printed,5074140186064.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (tiếp theo)', 'vào ngày 31 tháng 12 năm 2024', 'Đơn vị tính: VND']"
380,revenue,VRE,2024,VRE_financial_statements_2024_consolidated,VRE_financial_statements_2024_consolidated|311,6,2,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),Năm nay | 8.939.117,8.939.117,8939117.0,,net_revenue,1000000.0,as_printed,8939117000000.0,2,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2024', 'Đơn vị: Triệu VND']"
380,current_assets,VRE,2024,VRE_financial_statements_2024_consolidated,VRE_financial_statements_2024_consolidated|208,2,1,4,TÀI SẢN NGẮN HẠN,Số cuối năm | 12.312.424 | 2.884.680,12.312.424,12312424.0,,current_assets,1000000.0,as_printed,12312424000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị: Triệu VND']"
380,inventory,VRE,2024,VRE_financial_statements_2024_consolidated,VRE_financial_statements_2024_consolidated|208,2,12,4,Hàng tồn kho,Số cuối năm | 12.312.424 | 2.884.680,295.010,295010.0,,inventory,1000000.0,as_printed,295010000000.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị: Triệu VND']"
380,liabilities,VRE,2024,VRE_financial_statements_2024_consolidated,VRE_financial_statements_2024_consolidated|252,4,1,4,Nợ PHẢI TRẢ,Số cuối năm | 13.303.514 | 5.920.740,13.303.514,13303514.0,,liabilities,1000000.0,as_printed,13303514000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị: Triệu VND']"
380,current_liabilities,VRE,2024,VRE_financial_statements_2024_consolidated,VRE_financial_statements_2024_consolidated|252,4,2,4,Nợ ngắn hạn,Số cuối năm | 13.303.514 | 5.920.740,5.920.740,5920740.0,,current_liabilities,1000000.0,as_printed,5920740000000.0,1,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị: Triệu VND']"
380,equity,VRE,2024,VRE_financial_statements_2024_consolidated,VRE_financial_statements_2024_consolidated|279,5,1,4,VỐN CHỦ SỞ HỮU,Số cuối năm | 41.922.641,41.922.641,41922641.0,,equity,1000000.0,as_printed,41922641000000.0,2,"['BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2024', 'Đơn vị: Triệu VND']"
398,revenue,ACV,2023,ACV_financial_statements_2023_consolidated,ACV_financial_statements_2023_consolidated|339,8,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),Năm nay | 20.102.500.942.208 | 104.358.523.579,19.998.142.418.629,19998142418629.0,,net_revenue,1.0,as_printed,19998142418629.0,1,"['BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2023', 'Đơn vị: VND']"
398,long_term_assets,ACV,2023,ACV_financial_statements_2023_consolidated,ACV_financial_statements_2023_consolidated|250,5,2,4,TÀI SẢN DÀI HẠN,Số cuối năm | 24.667.923.276.405,24.667.923.276.405,24667923276405.0,,long_term_assets,1.0,as_printed,24667923276405.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2023']"
398,total_assets,ACV,2023,ACV_financial_statements_2023_consolidated,ACV_financial_statements_2023_consolidated|250,5,23,4,TỔNG CỘNG TÀI SẢN (270=100+200),Số cuối năm | 24.667.923.276.405,67.347.604.356.638,67347604356638.0,,total_assets,1.0,as_printed,67347604356638.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2023']"
398,revenue,ACV,2024,ACV_financial_statements_2024_consolidated,ACV_financial_statements_2024_consolidated|252,6,3,3,Doanh thu thuần bán hàng và cung cấp dịch vụ,Năm 2024 VND | 22.700.675.019.103 | 104.074.076.959,22.596.600.942.144,22596600942144.0,,net_revenue,1.0,as_printed,22596600942144.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc ngày 31/12/2024']"
398,long_term_assets,ACV,2024,ACV_financial_statements_2024_consolidated,ACV_financial_statements_2024_consolidated|204,4,18,3,TÀI SẢN DÀI HẠN,31/12/2024 VND | 40.695.103.265.507 | 6.306.598.160.799,36.586.849.600.056,36586849600056.0,,long_term_assets,1.0,as_printed,36586849600056.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024']"
398,total_assets,ACV,2024,ACV_financial_statements_2024_consolidated,ACV_financial_statements_2024_consolidated|204,4,39,3,TỔNG TÀI SẢN,31/12/2024 VND | 40.695.103.265.507 | 6.306.598.160.799,77.281.952.865.563,77281952865563.0,,total_assets,1.0,as_printed,77281952865563.0,1,"['ngày 22 tháng 12 năm 2014 của Bộ Tài chính', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024']"
398,revenue,HHV,2023,HHV_financial_statements_2023_consolidated,HHV_financial_statements_2023_consolidated|468,13,4,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm tài chính kết thúc ngày 31 tháng 12 năm | 2023 VND | 2.685.542.239.251,2.685.542.239.251,2685542239251.0,,net_revenue,1.0,as_printed,2685542239251.0,2,"['Địa chỉ: Km 11+500 tuyến đường dẫn phía Nam hầm Hải Vân, Phường Hòa Hiệp Bắc, Quận Liên Chiều, Thành phố Đà Nẵng, Việt Nam', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc vào ngày 31 tháng 12 năm 2023']"
398,long_term_assets,HHV,2023,HHV_financial_statements_2023_consolidated,HHV_financial_statements_2023_consolidated|410,10,2,3,TÀI SẢN DÀI HẠN,Tại ngày | 31.12.2023 VND | 35.604.180.474.526,35.604.180.474.526,35604180474526.0,,long_term_assets,1.0,as_printed,35604180474526.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2023', '(tiếp theo)']"
398,total_assets,HHV,2023,HHV_financial_statements_2023_consolidated,HHV_financial_statements_2023_consolidated|410,10,26,3,TỔNG TÀI SẢN,Tại ngày | 31.12.2023 VND | 35.604.180.474.526,36.780.154.788.883,36780154788883.0,,total_assets,1.0,as_printed,36780154788883.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2023', '(tiếp theo)']"
398,revenue,HHV,2024,HHV_financial_statements_2024_consolidated,HHV_financial_statements_2024_consolidated|455,12,4,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm tài chính kết thúc ngày 31 tháng 12 năm | 2024 VND | 3.308.251.591.277,3.308.251.591.277,3308251591277.0,,net_revenue,1.0,as_printed,3308251591277.0,2,"['Địa chỉ: Km 11+500 tuyến đường dẫn phía Nam hầm Hải Vân, Phường Hòa Hiệp Bắc, Quận Liên Chiều, Thành phố Đà Nẵng, Việt Nam', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT', 'Cho năm tài chính kết thúc vào ngày 31 tháng 12 năm 2024']"
398,long_term_assets,HHV,2024,HHV_financial_statements_2024_consolidated,HHV_financial_statements_2024_consolidated|395,9,2,3,TÀI SẢN DÀI HẠN,Tại ngày | 31.12.2024 VND | 37.623.411.236.338,37.623.411.236.338,37623411236338.0,,long_term_assets,1.0,as_printed,37623411236338.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', '(tiếp theo)']"
398,total_assets,HHV,2024,HHV_financial_statements_2024_consolidated,HHV_financial_statements_2024_consolidated|395,9,26,3,TỔNG TÀI SẢN,Tại ngày | 31.12.2024 VND | 37.623.411.236.338,38.906.360.732.239,38906360732239.0,,total_assets,1.0,as_printed,38906360732239.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Tại ngày 31 tháng 12 năm 2024', '(tiếp theo)']"
398,revenue,VSC,2023,VSC_financial_statements_2023_consolidated,VSC_financial_statements_2023_consolidated|541,5,4,3,Doanh thu thuần về cung cấp dịch vụ,Năm tài chính kết thúc ngày 31 tháng 12 năm | 2023 VND | 2.180.945.411.694,2.180.945.411.694,2180945411694.0,,net_revenue,1.0,as_printed,2180945411694.0,2,"['CÔNG TY CÓ PHẦN CONTAINER VIỆT NAM', 'Mẫu số B 02 – DN/HN', 'BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH HỢP NHẤT']"
398,long_term_assets,VSC,2023,VSC_financial_statements_2023_consolidated,VSC_financial_statements_2023_consolidated|482,3,19,3,TÀI SẢN DÀI HẠN,Tại ngày 31 tháng 12 năm | 2023 VND | 1.346.116.796.163,3.844.809.057.925,3844809057925.0,,long_term_assets,1.0,as_printed,3844809057925.0,1,"['CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM', 'Mẫu số B 01 – DN/HN', 'BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT']"
398,total_assets,VSC,2023,VSC_financial_statements_2023_consolidated,VSC_financial_statements_2023_consolidated|482,3,42,3,TỔNG TÀI SẢN,Tại ngày 31 tháng 12 năm | 2023 VND | 1.346.116.796.163,5.190.925.854.088,5190925854088.0,,total_assets,1.0,as_printed,5190925854088.0,1,"['CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM', 'Mẫu số B 01 – DN/HN', 'BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT']"
398,revenue,VSC,2024,VSC_financial_statements_2024_consolidated,VSC_financial_statements_2024_consolidated|338,5,4,3,Doanh thu thuần về cung cấp dịch vụ,Năm tài chính kết thúc ngày 31 tháng 12 năm | 2024 VND | 2.787.912.700.840,2.787.912.700.840,2787912700840.0,,net_revenue,1.0,as_printed,2787912700840.0,2,"['CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM', 'Mẫu số B 02 – DN/HN', 'BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT']"
398,long_term_assets,VSC,2024,VSC_financial_statements_2024_consolidated,VSC_financial_statements_2024_consolidated|294,3,21,3,TÀI SẢN DÀI HẠN,Tại ngày 31 tháng 12 năm | 2024 VND | 1.811.557.308.602,5.983.572.285.936,5983572285936.0,,long_term_assets,1.0,as_printed,5983572285936.0,1,"['CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Mẫu số B 01 – DN/HN']"
398,total_assets,VSC,2024,VSC_financial_statements_2024_consolidated,VSC_financial_statements_2024_consolidated|294,3,45,3,TỔNG TÀI SẢN,Tại ngày 31 tháng 12 năm | 2024 VND | 1.811.557.308.602,7.795.129.594.538,7795129594538.0,,total_assets,1.0,as_printed,7795129594538.0,1,"['CÔNG TY CỔ PHẦN CONTAINER VIỆT NAM', 'BẢNG CÂN ĐỐI KẾ TOÁN HỢP NHẤT', 'Mẫu số B 01 – DN/HN']"
461,revenue,BSR,2017,BSR_financial_statements_2017_consolidated,BSR_financial_statements_2017_consolidated|296,4,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),Năm nay | 81.332.535.650.100 | 4.460.320,81.332.531.189.780,81332531189780.0,,net_revenue,1.0,as_printed,81332531189780.0,1,"['BÁO CÁO KÊT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẮT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
461,net_profit,BSR,2017,BSR_financial_statements_2017_consolidated,BSR_financial_statements_2017_consolidated|296,4,18,3,17. Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),Năm nay | 81.332.535.650.100 | 4.460.320,7.672.518.844.206,7672518844206.0,,npat,1.0,as_printed,7672518844206.0,1,"['BÁO CÁO KÊT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẮT', 'Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
461,liabilities,BSR,2017,BSR_financial_statements_2017_consolidated,BSR_financial_statements_2017_consolidated|267,3,1,4,NỘ PHẢI TRẢ,Số cuối năm | 28.820.989.713.462 | 17.809.683.942.520,28.820.989.713.462,28820989713462.0,,liabilities,1.0,as_printed,28820989713462.0,1,"['BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
461,equity,BSR,2017,BSR_financial_statements_2017_consolidated,BSR_financial_statements_2017_consolidated|267,3,16,4,VỐN CHỦ SỞ HỮU,Số cuối năm | 28.820.989.713.462 | 17.809.683.942.520,34.439.804.735.189,34439804735189.0,,equity,1.0,as_printed,34439804735189.0,2,"['BÀNG CÂN ĐỐI KẾ TOÁN HỢP NHẮT (Tiếp theo)', 'Tại ngày 31 tháng 12 năm 2017', 'Đơn vị: VND']"
